WigleWifi-1.4,appRelease=v2.55 Escape Edition,model=ESP32 Marauder,release=v2.55 Escape Edition,device=ESP32 Marauder,display=SPI TFT,board=ESP32 Marauder,brand=JustCallMeKoko
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
80:95:62:77:E4:50,,[WPA2],2025-6-7 2:36:2,11,-81,44.4481659,26.0647907,90.50,4.25,WIFI
80:95:62:77:E4:53,,[WPA2_PSK],2025-6-7 2:36:2,11,-81,44.4481659,26.0647907,90.50,4.25,WIFI
80:95:62:77:E4:54,,[WPA2],2025-6-7 2:36:2,11,-81,44.4481659,26.0647907,90.50,4.25,WIFI
80:95:62:77:E4:51,,[WPA2],2025-6-7 2:36:2,11,-82,44.4481659,26.0647907,90.50,4.25,WIFI
80:95:62:77:E4:52,Strabag_Guest,[WPA2_PSK],2025-6-7 2:36:2,11,-88,44.4481659,26.0647907,90.50,4.25,WIFI
D8:44:89:5E:41:54,Strabag_AIR 2.5,[WPA_WPA2_PSK],2025-6-7 2:36:2,11,-89,44.4481659,26.0647907,90.50,4.25,WIFI
20:23:51:A2:B0:1C,TP-Link_2.4GHz_A2B01C,[OPEN],2025-6-7 2:36:2,11,-91,44.4481659,26.0647907,90.50,4.25,WIFI
E0:F4:42:22:C1:85,HUAWEI-B311-C185,[WPA2_PSK],2025-6-7 2:36:2,3,-84,44.4481659,26.0647907,90.50,4.25,WIFI
E0:F4:42:22:C1:88,,[WPA2_PSK],2025-6-7 2:36:2,3,-86,44.4481659,26.0647907,90.50,4.25,WIFI
80:BE:AF:1D:ED:4F,,[WPA2_PSK],2025-6-7 2:36:2,4,-86,44.4481659,26.0647907,90.50,4.25,WIFI
10:C1:72:C2:43:D0,DIGI-e7eB,[WPA_WPA2_PSK],2025-6-7 2:36:2,6,-84,44.4481659,26.0647907,90.50,4.25,WIFI
6A:9A:4A:82:4C:9C,TP-Link_4C9C,[WPA2_PSK],2025-6-7 2:36:2,6,-91,44.4481659,26.0647907,90.50,4.25,WIFI
14:22:33:03:18:B8,DIGI_0318b8,[WPA2_PSK],2025-6-7 2:36:2,7,-77,44.4481659,26.0647907,90.50,4.25,WIFI
20:23:51:EF:41:43,LmmR4B,[WPA2_PSK],2025-6-7 2:36:2,7,-93,44.4481659,26.0647907,90.50,4.25,WIFI
64:6D:4E:FD:B2:F4,DIGI-5Jex,[WPA_WPA2_PSK],2025-6-7 2:36:2,7,-94,44.4481659,26.0647907,90.50,4.25,WIFI
E8:65:D4:7D:FA:78,Tenda_7DFA78,[WPA_WPA2_PSK],2025-6-7 2:36:10,8,-85,44.4468803,26.0623398,97.60,4.25,WIFI
B0:8B:92:ED:7E:40,DIGI-uGH2,[WPA2_PSK],2025-6-7 2:36:10,9,-86,44.4468803,26.0623398,97.60,4.25,WIFI
F4:1D:6B:F5:D7:E8,DIGI-PEnK,[WPA_WPA2_PSK],2025-6-7 2:36:13,11,-88,44.4464111,26.0618401,96.70,4.25,WIFI
30:21:31:4F:74:0C,W03_56390713,[WPA_WPA2_PSK],2025-6-7 2:36:13,11,-88,44.4464111,26.0618401,96.70,4.25,WIFI
68:4A:AE:F6:96:B8,DIGI-gJ9e,[WPA_WPA2_PSK],2025-6-7 2:36:13,11,-91,44.4464111,26.0618401,96.70,4.25,WIFI
40:EE:DD:F1:B0:30,DIGI-yw49,[WPA_WPA2_PSK],2025-6-7 2:36:13,11,-92,44.4464111,26.0618401,96.70,4.25,WIFI
9C:69:65:49:B3:F1,DIGI-uxP4,[WPA_WPA2_PSK],2025-6-7 2:36:14,12,-93,44.4462471,26.0616875,95.60,4.25,WIFI
54:E1:05:7D:E8:F1,The Moft,[WPA_WPA2_PSK],2025-6-7 2:36:14,12,-94,44.4462471,26.0616875,95.60,4.25,WIFI
54:E1:05:79:5E:21,DIGI-g2Ab,[WPA_WPA2_PSK],2025-6-7 2:36:14,12,-94,44.4462471,26.0616875,95.60,4.25,WIFI
38:43:7D:85:CC:D9,UPC4929272,[WPA_WPA2_PSK],2025-6-7 2:36:15,13,-92,44.4460869,26.0615520,95.60,4.25,WIFI
90:5C:44:05:57:70,UPC4D34834,[WPA_WPA2_PSK],2025-6-7 2:36:15,13,-94,44.4460869,26.0615520,95.60,4.25,WIFI
28:F8:D6:CC:58:01,DIGI-Xk2T,[WPA_WPA2_PSK],2025-6-7 2:36:15,13,-94,44.4460869,26.0615520,95.60,4.25,WIFI
0C:9D:92:02:FE:D8,Ap4105 2G,[WPA2_PSK],2025-6-7 2:36:16,2,-87,44.4459038,26.0614281,96.30,4.25,WIFI
7C:F1:7E:89:F2:EE,DIGI-5-4870_EXT,[WPA2_WPA3_PSK],2025-6-7 2:36:16,5,-88,44.4459038,26.0614281,96.30,4.25,WIFI
40:AE:30:03:C8:F7,CB Orhideea,[WPA2_PSK],2025-6-7 2:36:16,5,-90,44.4459038,26.0614281,96.30,4.25,WIFI
28:F8:D6:BB:EF:01,DIGI-mEJ2,[WPA_WPA2_PSK],2025-6-7 2:36:16,5,-94,44.4459038,26.0614281,96.30,4.25,WIFI
6A:A2:F4:08:2C:2D,,[WPA2_PSK],2025-6-7 2:36:16,5,-96,44.4459038,26.0614281,96.30,4.25,WIFI
00:1E:42:5C:5D:62,SCAME_EVSE,[WPA2_PSK],2025-6-7 2:36:16,6,-84,44.4459038,26.0614281,96.30,4.25,WIFI
C0:94:AD:3D:49:B4,DIGI_3d49b4,[WPA_WPA2_PSK],2025-6-7 2:36:16,6,-96,44.4459038,26.0614281,96.30,4.25,WIFI
6C:CD:D6:FD:01:99,Atypical Games 2G,[WPA2_PSK],2025-6-7 2:36:16,7,-93,44.4459038,26.0614281,96.30,4.25,WIFI
EC:75:0C:F1:B0:0F,DIGI-PJe3,[WPA_WPA2_PSK],2025-6-7 2:36:24,8,-94,44.4444389,26.0608921,92.20,4.25,WIFI
54:E1:05:7C:3C:A1,DIGI-CJ6s,[WPA_WPA2_PSK],2025-6-7 2:36:25,9,-92,44.4442978,26.0609875,85.30,4.25,WIFI
50:D4:F7:BB:C3:8A,TP-Link_C38A,[WPA2_PSK],2025-6-7 2:36:26,10,-84,44.4441338,26.0610561,77.90,4.25,WIFI
38:6B:1C:13:0B:72,ahmed,[WPA_WPA2_PSK],2025-6-7 2:36:26,10,-92,44.4441338,26.0610561,77.90,4.25,WIFI
F8:4E:33:19:3D:F1,DIGI-j6EE,[WPA_WPA2_PSK],2025-6-7 2:36:26,12,-91,44.4441338,26.0610561,77.90,4.25,WIFI
28:F8:D6:BD:3B:51,DIGI-ey5W,[WPA_WPA2_PSK],2025-6-7 2:36:26,12,-92,44.4441338,26.0610561,77.90,4.25,WIFI
FA:4E:33:19:3D:F1,Elena2.4,[WPA_WPA2_PSK],2025-6-7 2:36:26,12,-93,44.4441338,26.0610561,77.90,4.25,WIFI
54:E1:05:79:F8:D1,DIGI-b4GP,[WPA_WPA2_PSK],2025-6-7 2:36:26,12,-94,44.4441338,26.0610561,77.90,4.25,WIFI
54:E1:05:7B:B8:D1,DIGI-R4Aj,[WPA_WPA2_PSK],2025-6-7 2:36:26,13,-85,44.4441338,26.0610561,77.90,4.25,WIFI
0C:0E:76:DB:5F:AB,DIR-825-5FA8,[WPA2_PSK],2025-6-7 2:36:26,13,-87,44.4441338,26.0610561,77.90,4.25,WIFI
54:E1:05:79:32:01,DIGI-2uCc,[WPA_WPA2_PSK],2025-6-7 2:36:26,13,-92,44.4441338,26.0610561,77.90,4.25,WIFI
14:18:2A:40:2A:A1,abtlis,[WPA_WPA2_PSK],2025-6-7 2:36:26,13,-92,44.4441338,26.0610561,77.90,4.25,WIFI
AC:22:05:EF:FA:A8,Vodafone-66B5,[WPA2_PSK],2025-6-7 2:36:26,13,-95,44.4441338,26.0610561,77.90,4.25,WIFI
C6:C9:E3:27:8C:22,,[WPA2_PSK],2025-6-7 2:36:26,1,-87,44.4441338,26.0610561,77.90,4.25,WIFI
C0:C9:E3:27:8C:22,NAMNUVREAU,[WPA2_PSK],2025-6-7 2:36:26,1,-88,44.4441338,26.0610561,77.90,4.25,WIFI
B0:6E:BF:6F:45:00,ASUS,[WPA2_PSK],2025-6-7 2:36:26,1,-91,44.4441338,26.0610561,77.90,4.25,WIFI
94:00:B0:5D:EB:88,DIGI-R3Bd,[WPA_WPA2_PSK],2025-6-7 2:36:26,1,-93,44.4441338,26.0610561,77.90,4.25,WIFI
14:18:2A:36:A1:31,DIGI-R9pj,[WPA_WPA2_PSK],2025-6-7 2:36:35,4,-87,44.4424706,26.0603600,67.40,4.25,WIFI
54:E1:05:7A:6D:C1,DIGI-wRy2,[WPA_WPA2_PSK],2025-6-7 2:36:36,5,-92,44.4423103,26.0603008,67.70,4.25,WIFI
54:E1:05:7C:38:21,DIGI-7Fh3,[WPA_WPA2_PSK],2025-6-7 2:36:36,5,-95,44.4423103,26.0603008,67.70,4.25,WIFI
B4:B6:86:B0:AB:07,DIRECT-05-HP OfficeJet Pro 8720,[WPA2_PSK],2025-6-7 2:36:37,6,-89,44.4421501,26.0602417,68.80,4.25,WIFI
04:18:D6:7F:40:C0,,[WPA_WPA2_PSK],2025-6-7 2:36:37,6,-91,44.4421501,26.0602417,68.80,4.25,WIFI
8A:A2:F4:EA:F5:14,TP-Link_F514,[WPA2_PSK],2025-6-7 2:36:37,6,-95,44.4421501,26.0602417,68.80,4.25,WIFI
04:20:84:13:7A:8F,A&ATravel,[WPA2_PSK],2025-6-7 2:36:38,7,-93,44.4419975,26.0601826,71.80,4.25,WIFI
C6:C9:E3:9E:02:8E,,[WPA2_PSK],2025-6-7 2:36:41,10,-92,44.4415817,26.0599880,68.20,4.25,WIFI
C0:C9:E3:9E:02:8E,mario dormitor,[WPA_WPA2_PSK],2025-6-7 2:36:41,10,-93,44.4415817,26.0599880,68.20,4.25,WIFI
D8:49:0B:61:DE:95,WirelessNet,[OPEN],2025-6-7 2:36:41,11,-84,44.4415817,26.0599880,68.20,4.25,WIFI
6C:06:D6:E8:A5:63,,[WPA2_PSK],2025-6-7 2:36:41,11,-84,44.4415817,26.0599880,68.20,4.25,WIFI
6C:06:D6:E8:A5:60,HUAWEI-B311-A560,[WPA2_PSK],2025-6-7 2:36:41,11,-85,44.4415817,26.0599880,68.20,4.25,WIFI
DC:21:E2:8F:27:3C,DIGI-UfJe,[WPA_WPA2_PSK],2025-6-7 2:36:41,11,-90,44.4415817,26.0599880,68.20,4.25,WIFI
94:00:B0:5C:15:08,DIGI-R34j,[WPA_WPA2_PSK],2025-6-7 2:36:41,11,-92,44.4415817,26.0599880,68.20,4.25,WIFI
2C:4D:54:76:58:71,Guest @MindMaster,[WPA2_PSK],2025-6-7 2:36:41,11,-93,44.4415817,26.0599880,68.20,4.25,WIFI
80:E1:BF:48:99:E4,DIGI-Y73g,[WPA_WPA2_PSK],2025-6-7 2:36:41,11,-96,44.4415817,26.0599880,68.20,4.25,WIFI
7C:FD:FD:69:50:B1,DIGI-t4Uk,[WPA_WPA2_PSK],2025-6-7 2:36:41,12,-95,44.4415817,26.0599880,68.20,4.25,WIFI
B0:BE:76:26:5E:3A,Acasa_La_Mariusica,[WPA2_PSK],2025-6-7 2:36:41,13,-96,44.4415817,26.0599880,68.20,4.25,WIFI
F4:91:1E:67:C6:4A,1e67c64a,[WPA2_PSK],2025-6-7 2:36:41,1,-67,44.4415817,26.0599880,68.20,4.25,WIFI
78:98:E8:59:28:D8,EPSA PROD 2,[WPA2_PSK],2025-6-7 2:36:41,1,-81,44.4415817,26.0599880,68.20,4.25,WIFI
CC:32:E5:70:16:93,TP-Link_B850_EXT,[WPA_WPA2_PSK],2025-6-7 2:36:41,1,-84,44.4415817,26.0599880,68.20,4.25,WIFI
B6:6D:C2:29:07:97,SERIE-aicu-aicgqasrbarqpfkaylke,[WPA2_PSK],2025-6-7 2:36:41,1,-90,44.4415817,26.0599880,68.20,4.25,WIFI
C0:C9:E3:27:8D:8E,NAMNUVREAU,[WPA2_PSK],2025-6-7 2:36:41,1,-91,44.4415817,26.0599880,68.20,4.25,WIFI
60:32:B1:4E:B8:4F,TP-Link_B850,[WPA_WPA2_PSK],2025-6-7 2:36:41,1,-93,44.4415817,26.0599880,68.20,4.25,WIFI
F4:91:1E:67:C5:DB,1e67c5db,[WPA2_PSK],2025-6-7 2:36:41,1,-94,44.4415817,26.0599880,68.20,4.25,WIFI
A8:42:A1:F0:CA:2C,EVConnect_WiFi,[WPA2_PSK],2025-6-7 2:36:41,1,-94,44.4415817,26.0599880,68.20,4.25,WIFI
CA:2C:4F:5F:B1:0A,HiSmart-01-ca2c4f5fb10a,[OPEN],2025-6-7 2:36:41,3,-74,44.4415817,26.0599880,68.20,4.25,WIFI
C0:49:43:3E:E0:33,DIGI-39EE,[WPA2_PSK],2025-6-7 2:36:41,3,-91,44.4415817,26.0599880,68.20,4.25,WIFI
7A:8A:20:8D:9E:88,,[WPA2_PSK],2025-6-7 2:36:41,6,-81,44.4415817,26.0599880,68.20,4.25,WIFI
78:8A:20:8D:9E:88,UEB WIFI,[WPA2_PSK],2025-6-7 2:36:41,6,-83,44.4415817,26.0599880,68.20,4.25,WIFI
8A:8A:20:8D:9E:88,,[WPA2_PSK],2025-6-7 2:36:41,6,-85,44.4415817,26.0599880,68.20,4.25,WIFI
C0:C9:E3:E3:22:1C,ADM,[WPA2_PSK],2025-6-7 2:36:41,6,-86,44.4415817,26.0599880,68.20,4.25,WIFI
E0:63:DA:AD:FE:59,UEB WIFI,[WPA2_PSK],2025-6-7 2:36:41,6,-94,44.4415817,26.0599880,68.20,4.25,WIFI
04:D9:F5:A3:01:34,RONCEA,[WPA2_PSK],2025-6-7 2:37:5,6,-95,44.4387932,26.0565128,86.30,4.25,WIFI
A2:41:BE:8E:C2:64,UltraWide,[WPA2_PSK],2025-6-7 2:37:6,7,-90,44.4386864,26.0563717,86.00,4.25,WIFI
98:25:4A:8D:35:1F,.,[WPA2_PSK],2025-6-7 2:37:8,9,-94,44.4384766,26.0560875,85.40,4.25,WIFI
B0:19:21:C3:DC:D0,TP-Link_BDA4,[WPA2_PSK],2025-6-7 2:37:9,10,-89,44.4383698,26.0559502,85.80,4.25,WIFI
18:E8:29:EA:71:2A,3nyble-Guest,[WPA2_PSK],2025-6-7 2:37:10,11,-90,44.4382629,26.0558167,86.10,4.25,WIFI
22:E8:29:EA:71:2A,3nyble-Infoline,[WPA2_PSK],2025-6-7 2:37:10,11,-90,44.4382629,26.0558167,86.10,4.25,WIFI
28:F8:D6:E6:20:21,DIGI-23Sx,[WPA_WPA2_PSK],2025-6-7 2:37:11,12,-93,44.4381523,26.0556812,86.10,4.25,WIFI
14:18:2A:37:F2:41,DIGI-R3dM,[WPA_WPA2_PSK],2025-6-7 2:37:11,12,-93,44.4381523,26.0556812,86.10,4.25,WIFI
0C:0E:76:E2:AC:07,627,[WPA2_PSK],2025-6-7 2:37:12,13,-90,44.4380417,26.0555573,85.90,4.25,WIFI
50:0F:F5:84:A7:38,723,[WPA_WPA2_PSK],2025-6-7 2:37:13,1,-91,44.4379234,26.0554409,85.90,4.25,WIFI
0C:0E:76:E2:A7:87,436 2.4 GHz,[WPA2_PSK],2025-6-7 2:37:13,1,-93,44.4379234,26.0554409,85.90,4.25,WIFI
B0:A7:B9:04:66:36,Beleaua Leu A,[WPA2_PSK],2025-6-7 2:37:13,1,-93,44.4379234,26.0554409,85.90,4.25,WIFI
62:D4:F7:FA:3F:C9,,[WPA2_PSK],2025-6-7 2:37:13,2,-91,44.4379234,26.0554409,85.90,4.25,WIFI
50:D4:F7:FA:3F:C9,524_Net_Smecher,[WPA2_PSK],2025-6-7 2:37:13,2,-97,44.4379234,26.0554409,85.90,4.25,WIFI
78:32:1B:C7:31:54,Ursu' e in camara,[WPA_WPA2_PSK],2025-6-7 2:37:18,5,-88,44.4373474,26.0549183,84.60,4.25,WIFI
FA:E2:C6:2D:19:F6,3nyble,[WPA2_PSK],2025-6-7 2:37:19,6,-90,44.4372063,26.0548363,86.00,4.25,WIFI
CC:2D:21:0F:9B:F1,Tenda_0F9BF0,[WPA_WPA2_PSK],2025-6-7 2:37:19,6,-90,44.4372063,26.0548363,86.00,4.25,WIFI
44:16:9D:3B:42:19,DepMRCF_Student,[WPA2_PSK],2025-6-7 2:37:19,6,-96,44.4372063,26.0548363,86.00,4.25,WIFI
C8:3A:35:1E:55:80,1032,[WPA_WPA2_PSK],2025-6-7 2:37:20,8,-77,44.4370766,26.0547638,86.00,4.25,WIFI
08:40:F3:49:CC:31,1039,[WPA_WPA2_PSK],2025-6-7 2:37:20,8,-90,44.4370766,26.0547638,86.00,4.25,WIFI
74:FE:CE:8D:C4:54,TP-Link_C454,[WPA2_PSK],2025-6-7 2:37:20,9,-91,44.4370766,26.0547638,86.00,4.25,WIFI
76:FE:CE:2D:C4:54,,[WPA2_PSK],2025-6-7 2:37:20,9,-91,44.4370766,26.0547638,86.00,4.25,WIFI
18:E8:29:EA:AB:A5,3nyble-Guest,[WPA2_PSK],2025-6-7 2:37:20,11,-83,44.4370766,26.0547638,86.00,4.25,WIFI
1E:E8:29:EA:AB:A5,3nyble,[WPA2_PSK],2025-6-7 2:37:20,11,-84,44.4370766,26.0547638,86.00,4.25,WIFI
22:E8:29:EA:AB:A5,3nyble-Infoline,[WPA2_PSK],2025-6-7 2:37:20,11,-84,44.4370766,26.0547638,86.00,4.25,WIFI
AA:31:62:20:98:1D,,[WPA_WPA2_PSK],2025-6-7 2:37:20,11,-89,44.4370766,26.0547638,86.00,4.25,WIFI
56:1F:8D:94:90:B1,Vodafone-A490B1_Guest,[WPA2_PSK],2025-6-7 2:37:20,11,-92,44.4370766,26.0547638,86.00,4.25,WIFI
A8:63:7D:D5:2A:21,1028,[WPA2_PSK],2025-6-7 2:37:20,11,-92,44.4370766,26.0547638,86.00,4.25,WIFI
D0:21:F9:3A:0C:1D,TLBR Guests,[WPA2_PSK],2025-6-7 2:37:28,1,-89,44.4360428,26.0544128,0.00,8.00,WIFI
DA:21:F9:3A:0C:1D,TLBR AC,[WPA2_PSK],2025-6-7 2:37:28,1,-89,44.4360428,26.0544128,0.00,8.00,WIFI
5E:62:8B:2F:BF:3D,,[WPA_WPA2_PSK],2025-6-7 2:37:28,2,-95,44.4360428,26.0544128,0.00,8.00,WIFI
30:16:9D:45:7E:F8,Net_de_10,[WPA2_PSK],2025-6-7 2:37:28,4,-87,44.4360428,26.0544128,0.00,8.00,WIFI
C2:06:C3:24:92:D3,,[WPA2_PSK],2025-6-7 2:37:28,4,-93,44.4360428,26.0544128,0.00,8.00,WIFI
30:16:9D:34:92:F4,La Bodega's,[WPA2_PSK],2025-6-7 2:37:28,4,-94,44.4360428,26.0544128,0.00,8.00,WIFI
50:78:B3:A7:24:08,DIGI-24-2408,[WPA_WPA2_PSK],2025-6-7 2:37:38,11,-82,44.4349670,26.0542297,85.20,4.25,WIFI
52:78:B3:97:24:08,WIFICONTA24GHZ,[WPA2_PSK],2025-6-7 2:37:38,11,-82,44.4349670,26.0542297,85.20,4.25,WIFI
AA:31:62:30:98:1D,,[WPA_WPA2_PSK],2025-6-7 2:37:38,11,-82,44.4349670,26.0542297,85.20,4.25,WIFI
BE:3E:DD:03:D3:56,Galaxy A10,[WPA2_PSK],2025-6-7 2:37:38,11,-86,44.4349670,26.0542297,85.20,4.25,WIFI
50:91:E3:23:9A:86,622,[WPA2_PSK],2025-6-7 2:37:38,11,-90,44.4349670,26.0542297,85.20,4.25,WIFI
28:F8:D6:BD:7E:71,DIGI-m3NP,[WPA_WPA2_PSK],2025-6-7 2:37:39,12,-90,44.4348717,26.0541859,87.40,4.25,WIFI
70:5A:6F:50:23:EC,Mobilier.ro_2.4GHz,[WPA2_WPA3_PSK],2025-6-7 2:37:39,13,-90,44.4348717,26.0541859,87.40,4.25,WIFI
C4:E9:84:8B:7E:16,WITTSOFTA4,[WPA_WPA2_PSK],2025-6-7 2:37:39,13,-94,44.4348717,26.0541859,87.40,4.25,WIFI
04:4A:6C:66:20:BD,Orange Airbox-20BD,[WPA_WPA2_PSK],2025-6-7 2:37:39,1,-81,44.4348717,26.0541859,87.40,4.25,WIFI
08:55:31:1E:B1:8F,,[WPA2_PSK],2025-6-7 2:37:39,1,-90,44.4348717,26.0541859,87.40,4.25,WIFI
92:52:A1:B0:74:7F,el-2,[WPA_WPA2_PSK],2025-6-7 2:37:39,1,-90,44.4348717,26.0541859,87.40,4.25,WIFI
B6:8B:A9:67:0E:9A,Personal-Dristor,[WPA2_PSK],2025-6-7 2:37:39,1,-90,44.4348717,26.0541859,87.40,4.25,WIFI
4A:F0:7B:1C:23:29,MB Hotspot 67374,[WPA2_PSK],2025-6-7 2:37:39,1,-90,44.4348717,26.0541859,87.40,4.25,WIFI
3C:64:CF:4E:83:94,Bites,[WPA2_PSK],2025-6-7 2:37:39,1,-91,44.4348717,26.0541859,87.40,4.25,WIFI
10:27:F5:CD:95:82,OpenWrt,[WPA2_PSK],2025-6-7 2:37:39,1,-92,44.4348717,26.0541859,87.40,4.25,WIFI
3C:64:CF:FA:35:34,elConte,[WPA2_PSK],2025-6-7 2:37:39,3,-92,44.4348717,26.0541859,87.40,4.25,WIFI
20:97:27:07:A1:91,RUT956_A191,[WPA2_PSK],2025-6-7 2:37:39,4,-87,44.4348717,26.0541859,87.40,4.25,WIFI
64:6D:4E:FD:4F:68,DIGI-j6WM,[WPA_WPA2_PSK],2025-6-7 2:37:39,6,-76,44.4348717,26.0541859,87.40,4.25,WIFI
18:FD:74:8B:55:32,CrystalLogisticsServices,[WPA2_PSK],2025-6-7 2:37:39,6,-81,44.4348717,26.0541859,87.40,4.25,WIFI
4C:A6:4D:61:31:E0,SBS,[WPA2_PSK],2025-6-7 2:37:39,6,-85,44.4348717,26.0541859,87.40,4.25,WIFI
0C:0E:76:DB:5C:5B,Apaca 2_4 G,[WPA2_PSK],2025-6-7 2:37:56,1,-95,44.4345131,26.0520325,104.20,4.25,WIFI
14:18:2A:37:23:51,DIGI-P7aG,[WPA_WPA2_PSK],2025-6-7 2:37:59,3,-93,44.4345055,26.0513992,101.50,4.25,WIFI
24:DF:A7:B5:FB:86,Air Conditioner-b5fb86,[OPEN],2025-6-7 2:38:2,6,-93,44.4345016,26.0507812,100.30,4.25,WIFI
9C:69:65:4E:DE:71,DIGI-g9TY,[WPA_WPA2_PSK],2025-6-7 2:38:3,7,-87,44.4345016,26.0505867,100.30,4.25,WIFI
3C:37:86:87:14:85,HeliosNet,[WPA2_PSK],2025-6-7 2:38:4,8,-93,44.4344978,26.0503941,99.70,4.25,WIFI
14:18:2A:40:23:21,DIGI-ug5T,[WPA_WPA2_PSK],2025-6-7 2:38:4,8,-94,44.4344978,26.0503941,99.70,4.25,WIFI
8A:A2:F4:8B:FF:D1,,[WPA2_PSK],2025-6-7 2:38:5,9,-96,44.4344978,26.0502071,99.30,4.25,WIFI
00:EB:D8:3A:B0:A1,MERCUSYS_B0A1,[WPA2_PSK],2025-6-7 2:38:6,10,-78,44.4344902,26.0500298,98.90,4.25,WIFI
04:20:84:13:BA:D3,DIGI-FGyx,[WPA2_PSK],2025-6-7 2:38:7,11,-86,44.4344902,26.0498524,98.30,4.25,WIFI
4C:BC:E9:A3:34:07,AT_401_RAC_056905_WW_3407,[WPA2_PSK],2025-6-7 2:38:7,11,-95,44.4344902,26.0498524,98.30,4.25,WIFI
14:18:2A:3B:2C:71,DIGI-9SJq,[WPA_WPA2_PSK],2025-6-7 2:38:8,13,-85,44.4344902,26.0496769,98.10,4.25,WIFI
0C:9D:92:B1:76:18,ASUS_2,[WPA2_PSK],2025-6-7 2:38:8,13,-90,44.4344902,26.0496769,98.10,4.25,WIFI
28:F8:D6:E3:F4:51,DIGI-u2US,[WPA_WPA2_PSK],2025-6-7 2:38:8,13,-92,44.4344902,26.0496769,98.10,4.25,WIFI
14:18:2A:39:19:E1,DIGI-Nm5q,[WPA_WPA2_PSK],2025-6-7 2:38:8,13,-94,44.4344902,26.0496769,98.10,4.25,WIFI
F8:E5:A4:89:6C:E1,DIGI-MdC7,[WPA_WPA2_PSK],2025-6-7 2:38:8,13,-95,44.4344902,26.0496769,98.10,4.25,WIFI
D4:B7:09:03:E6:E0,inferno-2.4,[WPA_WPA2_PSK],2025-6-7 2:38:10,1,-91,44.4344788,26.0492954,97.20,4.25,WIFI
5C:D9:98:64:F6:42,EF301,[WPA_WPA2_PSK],2025-6-7 2:38:10,1,-95,44.4344788,26.0492954,97.20,4.25,WIFI
28:A6:DB:E3:96:28,Home-Wifi,[WPA_WPA2_PSK],2025-6-7 2:38:10,1,-96,44.4344788,26.0492954,97.20,4.25,WIFI
4C:F9:5D:0A:D3:F4,DIGI-X9YB,[WPA_WPA2_PSK],2025-6-7 2:38:12,2,-90,44.4344673,26.0489044,96.90,4.25,WIFI
38:D5:47:84:6F:28,ASUS,[WPA2_PSK],2025-6-7 2:38:13,3,-94,44.4344635,26.0487080,96.50,4.25,WIFI
00:90:4C:A5:A0:7B,cassia-E29978,[WPA2_PSK],2025-6-7 2:38:13,3,-96,44.4344635,26.0487080,96.50,4.25,WIFI
52:88:11:DA:13:E9,,[OPEN],2025-6-7 2:38:15,5,-72,44.4344559,26.0483150,96.70,4.25,WIFI
50:88:11:DA:13:E9,ami_2758,[WPA2_PSK],2025-6-7 2:38:15,5,-78,44.4344559,26.0483150,96.70,4.25,WIFI
24:F5:A2:80:30:B1,Joy,[WPA2_PSK],2025-6-7 2:38:15,5,-93,44.4344559,26.0483150,96.70,4.25,WIFI
7A:5A:B0:54:A1:C0,TP-Link_A1C8,[WPA2_PSK],2025-6-7 2:38:18,8,-88,44.4344521,26.0477295,95.50,4.25,WIFI
98:44:CE:12:DC:30,DIGI-4DDy,[WPA_WPA2_PSK],2025-6-7 2:38:18,8,-89,44.4344521,26.0477295,95.50,4.25,WIFI
BC:C0:0F:63:94:28,DIGI_639428,[WPA2_PSK],2025-6-7 2:38:19,9,-92,44.4344482,26.0475292,95.50,4.25,WIFI
BC:C0:0F:63:93:98,DIGI_639398,[WPA2_PSK],2025-6-7 2:38:21,11,-80,44.4344406,26.0471363,95.50,4.25,WIFI
BC:98:89:08:8A:3B,DIGI_45f9f0,[WPA2_PSK],2025-6-7 2:38:21,11,-86,44.4344406,26.0471363,95.50,4.25,WIFI
B4:0F:3B:E2:ED:C2,Tenda_E2EDC0,[WPA_WPA2_PSK],2025-6-7 2:38:21,11,-95,44.4344406,26.0471363,95.50,4.25,WIFI
28:F8:D6:CB:D1:11,DIGI-c6tY,[WPA_WPA2_PSK],2025-6-7 2:38:22,12,-97,44.4344406,26.0469398,95.40,4.25,WIFI
CA:2C:4F:AD:2C:5F,HiSmart-01-ca2c4fad2c5f,[OPEN],2025-6-7 2:38:27,3,-93,44.4344254,26.0459614,96.40,4.25,WIFI
42:92:CD:06:51:C4,,[WPA2_PSK],2025-6-7 2:38:28,4,-86,44.4344215,26.0457668,96.40,4.25,WIFI
18:FD:74:42:9C:B3,,[WPA2_PSK],2025-6-7 2:38:29,5,-76,44.4344177,26.0455685,97.00,4.25,WIFI
E4:26:8B:0E:4C:AF,Cento099,[OPEN],2025-6-7 2:38:29,5,-81,44.4344177,26.0455685,97.00,4.25,WIFI
E4:26:8B:0E:4C:B2,,[WPA2_PSK],2025-6-7 2:38:29,5,-82,44.4344177,26.0455685,97.00,4.25,WIFI
24:DF:A7:D7:51:41,Air Conditioner-d75141,[OPEN],2025-6-7 2:38:30,6,-86,44.4344101,26.0453758,96.90,4.25,WIFI
FA:8F:CA:53:E4:5A,,[OPEN],2025-6-7 2:38:30,6,-96,44.4344101,26.0453758,96.90,4.25,WIFI
